"spp_name","trait_name","value","unit","source","id_dfdo","comment","kind"
"Eucalyptus saligna","SLA",22.701475596,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013986"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",31.555695803,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013987"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",27.07825616,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013988"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",28.868360277,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013989"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",34.188034188,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013990"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",24.612355402,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013992"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",23.815194094,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013993"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",22.271714922,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013994"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",19.338619223,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013995"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",28.81014117,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013996"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",23.546032494,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013997"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",26.954177898,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013998"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",22.321428571,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3013999"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",27.085590466,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014000"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",17.959770115,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014001"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",19.011406844,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014002"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",23.468669326,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014003"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",24.236548715,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014004"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",19.054878049,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014005"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",21.528525296,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014006"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",19.603999216,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014007"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",21.195421789,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014008"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",22.857142857,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014009"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",26.602819899,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014010"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",26.595744681,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014011"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",31.328320802,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014012"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",27.517886626,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014013"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",22.507314877,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014014"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",27.901785714,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014015"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",27.285129604,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014016"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",29.96703626,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014017"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",26.329647183,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014018"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",22.737608004,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014019"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",26.788106081,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014020"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",29.958058718,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014021"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",32.43593902,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014022"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",24.183796856,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014023"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",22.27667632,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014024"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",24.431957,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014026"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",25.271670457,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014027"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",19.493177388,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014028"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",20.644095789,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014029"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",23.105360444,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014030"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",19.642506384,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014031"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",23.551577956,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014032"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",23.282887078,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014033"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",27.570995313,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014034"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",22.552999549,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014035"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",20.929259104,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014036"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",25.335697998,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014037"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",34.53038674,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014038"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",33.840947547,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014040"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",31.515915537,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014041"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",36.954915004,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014042"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",33.025099075,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014043"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",32.862306934,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014044"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",34.831069314,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014045"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",22.28660575,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014046"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",23.952095808,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014047"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",30.40437823,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014048"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",30.61849357,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014050"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",21.748586342,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014051"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",22.386389075,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014052"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Eucalyptus saligna","SLA",25.3871541,"mm2 mg-1","TRY.BAAD: a biomass and allometry database for woody plants","431_6584_3014053"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
