"","spp_name","trait_name","value","unit","kind","source","comment"
"9508","Cola discoglypremnophylla","plant height","7.745966692","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13854, growth form = tree"
"9509","Cola gigantea","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13857, growth form = tree"
"9510","Cola gigantea","leaf area","33417.37","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13857, growth form = tree"
"9511","Cola gigantea","nmass","19.79558758","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13857, growth form = tree"
"9512","Cola gigantea","lma","114.3742203","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13857, growth form = tree"
"9513","Cola gigantea","ssd observed","0.48","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13857, growth form = tree"
"9514","Cola gigantea","ssd combined","0.48","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13857, growth form = tree"
"9515","Cola greenwayi","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13858, growth form = tree"
"9516","Cola greenwayi","leaf area","2280","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13858, growth form = tree"
"9517","Cola greenwayi","nmass","26.48","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13858, growth form = tree"
"9518","Cola greenwayi","lma","89.60573477","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13858, growth form = tree"
"9519","Cola greenwayi","plant height","13.4773282","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13858, growth form = tree"
"9520","Cola greenwayi","ssd observed","0.690941387","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13858, growth form = tree"
"9521","Cola greenwayi","ssd combined","0.690941387","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13858, growth form = tree"
"9522","Cola lateritia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13860, growth form = tree"
"9523","Cola lateritia","leaf area","26615.93","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13860, growth form = tree"
"9524","Cola lateritia","plant height","9.390241873","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13860, growth form = tree"
"9525","Cola lateritia","ssd observed","0.5","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13860, growth form = tree"
"9526","Cola lateritia","ssd combined","0.5","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13860, growth form = tree"
"9527","Cola mossambicensis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13865, growth form = tree"
"9528","Cola mossambicensis","plant height","27","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13865, growth form = tree"
"9529","Cola mossambicensis","diaspore mass","524.1","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13865, growth form = tree"
"9530","Cola verticillata","nmass","16.1","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 79263, growth form = tree"
"9531","Colona floribunda","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13928, growth form = tree"
"9532","Colona floribunda","plant height","10","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13928, growth form = tree"
"9533","Colona scabra","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13930, growth form = tree"
"9534","Colona scabra","ssd observed","0.34","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13930, growth form = tree"
"9535","Colona scabra","ssd combined","0.34","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13930, growth form = tree"
"9536","Colona serratifolia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13931, growth form = tree"
"9537","Colona serratifolia","ssd observed","0.38","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13931, growth form = tree"
"9538","Colona serratifolia","ssd combined","0.38","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13931, growth form = tree"
"9539","Colophospermum mopane","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13934, growth form = tree"
"9540","Colophospermum mopane","leaf area","675","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13934, growth form = tree"
"9541","Colophospermum mopane","nmass","24.6824995","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13934, growth form = tree"
"9542","Colophospermum mopane","lma","96.52509653","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13934, growth form = tree"
"9543","Colophospermum mopane","plant height","10.48296558","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13934, growth form = tree"
"9544","Colophospermum mopane","diaspore mass","516.23","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13934, growth form = tree"
"9545","Colophospermum mopane","ssd observed","0.9","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13934, growth form = tree"
"9546","Colophospermum mopane","ssd combined","0.9","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13934, growth form = tree"
"9547","Colubrina glandulosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13966, growth form = tree"
"9548","Colubrina glandulosa","leaf area","7472.25","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13966, growth form = tree"
"9549","Colubrina glandulosa","nmass","28.03166292","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13966, growth form = tree"
"9550","Colubrina glandulosa","lma","54.76043964","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13966, growth form = tree"
"9551","Colubrina glandulosa","plant height","27.76199561","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13966, growth form = tree"
"9552","Colubrina glandulosa","ssd observed","0.751017437","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13966, growth form = tree"
"9553","Colubrina glandulosa","ssd combined","0.751017437","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13966, growth form = tree"
"9554","Colubrina spinosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13973, growth form = tree"
"9555","Colubrina spinosa","leaf area","9915.45","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13973, growth form = tree"
"9556","Colubrina spinosa","nmass","36.29","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13973, growth form = tree"
"9557","Colubrina spinosa","lma","43.68719965","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13973, growth form = tree"
"9558","Colubrina spinosa","ssd observed","0.530679087","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13973, growth form = tree"
"9559","Colubrina spinosa","ssd combined","0.530679087","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13973, growth form = tree"
"9560","Colubrina triflora","leaf area","9961.73","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 72742, growth form = tree"
"9561","Colubrina triflora","nmass","30.291605","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 72742, growth form = tree"
"9562","Colubrina triflora","lma","40.14182318","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 72742, growth form = tree"
"9563","Colubrina triflora","diaspore mass","12.05","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 72742, growth form = tree"
"9564","Colvillea racemosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13989, growth form = tree"
"9565","Colvillea racemosa","diaspore mass","476.21","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13989, growth form = tree"
"9566","Comarostaphylis arbutoides","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13994, growth form = tree"
"9567","Comarostaphylis arbutoides","leaf area","990.08","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13994, growth form = tree"
"9568","Comarostaphylis arbutoides","nmass","10.53185644","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13994, growth form = tree"
"9569","Comarostaphylis arbutoides","lma","304.6188492","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13994, growth form = tree"
"9570","Combretocarpus rotundatus","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13999, growth form = tree"
"9571","Combretocarpus rotundatus","ssd observed","0.599873571","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13999, growth form = tree"
"9572","Combretocarpus rotundatus","ssd combined","0.599873571","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 13999, growth form = tree"
"9573","Combretodendron sp","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 59677, growth form = tree"
"9574","Combretodendron sp","leaf area","9050","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 59677, growth form = tree"
"9575","Combretodendron sp","plant height","18","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 59677, growth form = tree"
"9576","Combretum adenogonium","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14025, growth form = tree"
"9577","Combretum adenogonium","leaf area","3019","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14025, growth form = tree"
"9578","Combretum adenogonium","nmass","13.94443836","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14025, growth form = tree"
"9579","Combretum adenogonium","lma","120.6042408","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14025, growth form = tree"
"9580","Combretum adenogonium","plant height","7.717927948","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14025, growth form = tree"
"9581","Combretum adenogonium","diaspore mass","97.57","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14025, growth form = tree"
"9582","Combretum adenogonium","ssd observed","0.64","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14025, growth form = tree"
"9583","Combretum adenogonium","ssd combined","0.64","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14025, growth form = tree"
"9584","Combretum apiculatum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14006, growth form = tree"
"9585","Combretum apiculatum","leaf area","3299.16","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14006, growth form = tree"
"9586","Combretum apiculatum","nmass","21.28959042","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14006, growth form = tree"
"9587","Combretum apiculatum","lma","76.3","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14006, growth form = tree"
"9588","Combretum apiculatum","plant height","7.368062997","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14006, growth form = tree"
"9589","Combretum apiculatum","diaspore mass","170.87","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14006, growth form = tree"
"9590","Combretum apiculatum","ssd observed","0.86","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14006, growth form = tree"
"9591","Combretum apiculatum","ssd combined","0.86","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14006, growth form = tree"
"9592","Combretum collinum subsp. binderianum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14008, growth form = tree"
"9593","Combretum collinum subsp. binderianum","ssd observed","0.8","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14008, growth form = tree"
"9594","Combretum collinum subsp. binderianum","ssd combined","0.8","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14008, growth form = tree"
"9595","Combretum erythrophyllum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14021, growth form = tree"
"9596","Combretum erythrophyllum","diaspore mass","42.67","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14021, growth form = tree"
"9597","Combretum erythrophyllum","ssd observed","0.6","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14021, growth form = tree"
"9598","Combretum erythrophyllum","ssd combined","0.6","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14021, growth form = tree"
"9599","Combretum glutinosum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14027, growth form = tree"
"9600","Combretum glutinosum","leaf area","2871.72","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14027, growth form = tree"
"9601","Combretum glutinosum","nmass","12.84","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14027, growth form = tree"
"9602","Combretum glutinosum","lma","138.7644211","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14027, growth form = tree"
"9603","Combretum glutinosum","plant height","3.785406565","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14027, growth form = tree"
"9604","Combretum glutinosum","diaspore mass","83.43","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14027, growth form = tree"
"9605","Combretum glutinosum","ssd observed","0.9","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14027, growth form = tree"
"9606","Combretum glutinosum","ssd combined","0.9","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14027, growth form = tree"
"9607","Combretum imberbe","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14034, growth form = tree"
"9608","Combretum imberbe","nmass","19.9","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14034, growth form = tree"
"9609","Combretum imberbe","plant height","12.16440399","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14034, growth form = tree"
"9610","Combretum imberbe","diaspore mass","66.11","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14034, growth form = tree"
"9611","Combretum imberbe","ssd observed","1.05","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14034, growth form = tree"
"9612","Combretum imberbe","ssd combined","1.05","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14034, growth form = tree"
"9613","Combretum kraussii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14036, growth form = tree"
"9614","Combretum kraussii","plant height","7.745966692","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14036, growth form = tree"
"9615","Combretum kraussii","diaspore mass","19.09","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14036, growth form = tree"
"9616","Combretum latifolium","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 64976, growth form = tree"
"9617","Combretum latifolium","leaf area","8505","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 64976, growth form = tree"
"9618","Combretum latifolium","lma","134.7708895","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 64976, growth form = tree"
"9619","Combretum latifolium","plant height","30","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 64976, growth form = tree"
"9620","Combretum mkuzense","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14042, growth form = tree"
"9621","Combretum mkuzense","diaspore mass","326.31","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14042, growth form = tree"
"9622","Combretum nigricans","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14047, growth form = tree"
"9623","Combretum nigricans","leaf area","3972.46","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14047, growth form = tree"
"9624","Combretum nigricans","nmass","22.71","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 14047, growth form = tree"
