"","spp_name","trait_name","value","unit","kind","source","comment"
"24372","Cayaponia podantha","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24373","Cayaponia racemosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24374","Cayaponia rugosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24375","Cayaponia tayuya","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24376","Cayaponia weddellii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24377","Ceratosanthes hilariana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24378","Ceratosanthes multiloba","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24379","Ceratosanthes palmata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24380","Ceratosanthes tomentosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24381","Citrullus colocynthis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24382","Citrullus lanatus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24383","Cucumis argenteus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24384","Cucumis humofructus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24385","Cucumis melo","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"24386","Cucumis myriocarpus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24387","Cucumis sativus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24388","Cucurbita maxima","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24389","Cucurbita pepo","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24390","Cyclanthera dissecta","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24391","Diplocyclos palmatus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24392","Ecballium elaterium","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24393","Echinocystis lobata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"24394","Gurania acuminata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24395","Gurania bignoniacea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Global Seed Mass, Plant Height Database",NA
"24396","Gurania eriantha","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24397","Gurania lobata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24398","Gurania malacophylla","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24399","Gurania pseudospinulosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24400","Hodgsonia macrocarpa","seed dispersal category","Hydrochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24401","Ibervillea maxima","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24402","Lagenaria siceraria","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"24403","Luffa operculata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24404","Marah macrocarpa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24405","Melothria campestris","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24406","Melothria cucumis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24407","Melothria hirsuta","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24408","Melothria pendula","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24409","Melothria pringlei","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24410","Melothria trilobata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24411","Melothria warmingii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24412","Momordica balsamina","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24413","Momordica charantia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24414","Cucumis maderaspatanus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24415","Psiguria ternata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24416","Psiguria triphylla","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24417","Psiguria umbrosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24418","Schizocarpum palmeri","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24419","Sicyos angulatus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24420","Sicyos australis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Australian Fire Ecology Database",NA
"24421","Sicyos longisepalus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24422","Sicyos martii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24423","Sicyos montanus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24424","Sicyos polyacanthos","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24425","Siolmatra brasiliensis","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24426","Thladiantha dubia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24427","Thladiantha maculata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24428","Thladiantha nudiflora","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24429","Trichosanthes pentaphylla","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24430","Wilbrandia ebracteata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24431","Wilbrandia hibiscoides","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24432","Zehneria capillacea","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24433","Tetrameles nudiflora","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24434","Alvesia rosmarinifolia","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24435","Jupunba brachystachya","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24436","Abarema cochliocarpos","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24437","Jupunba trapezifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24438","Jupunba langsdorffii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24439","Jupunba microcalyx","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Functional Traits for Restoration Ecology in the Colombian Amazon",NA
"24440","Jupunba villosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24441","Abrus precatorius","seed dispersal category","Hydrochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24442","Acacia acanthoclada","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24443","Acacia acinacea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24444","Acacia acradenia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24445","Acacia aculeatissima","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24446","Acacia acuminata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24447","Acacia adsurgens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24448","Acacia alleniana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
