"","spp_name","trait_name","value","unit_name","source","id_dfdo","comment","kind"
"2238","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.01,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312285"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2239","Corymbia gummifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",5.35,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312384"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2240","Syncarpia glomulifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",6.73,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312393"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2241","Eucalyptus paniculata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.35,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312400"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2242","Dodonaea viscosa","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.81,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312433"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2243","Dodonaea viscosa","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",5.95,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312439"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2244","Dodonaea viscosa","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",7.58,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312440"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2245","Populus tremuloides","Bark thickness",0.601,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320467","","Single"
"2246","Populus tremuloides","Bark thickness",0.642,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320468","","Single"
"2247","Populus tremuloides","Bark thickness",1.561,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320469","","Single"
"2248","Populus tremuloides","Bark thickness",1.176,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320470","","Single"
"2249","Populus tremuloides","Bark thickness",1.013,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320471","","Single"
"2250","Populus tremuloides","Bark thickness",1.722,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320472","","Single"
"2251","Populus tremuloides","Bark thickness",1.37,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320473","","Single"
"2252","Populus tremuloides","Bark thickness",1.434,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320474","","Single"
"2253","Populus tremuloides","Bark thickness",1.152,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320475","","Single"
"2254","Populus tremuloides","Bark thickness",1.19,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320476","","Single"
"2255","Populus tremuloides","Bark thickness",0.952,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320477","","Single"
"2256","Populus tremuloides","Bark thickness",1.088,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320478","","Single"
"2257","Populus tremuloides","Bark thickness",1.187,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320479","","Single"
"2258","Populus tremuloides","Bark thickness",1.064,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320480","","Single"
"2259","Populus tremuloides","Bark thickness",0.892,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320481","","Single"
"2260","Populus tremuloides","Bark thickness",1.314,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320482","","Single"
"2261","Populus tremuloides","Bark thickness",0.977,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320483","","Single"
"2262","Populus tremuloides","Bark thickness",0.876,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320484","","Single"
"2263","Populus tremuloides","Bark thickness",1.714,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320485","","Single"
"2264","Populus tremuloides","Bark thickness",1.873,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320486","","Single"
"2265","Betula papyrifera","Bark thickness",0.706,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320487","","Single"
"2266","Betula papyrifera","Bark thickness",0.963,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320488","","Single"
"2267","Betula papyrifera","Bark thickness",0.727,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320489","","Single"
"2268","Betula papyrifera","Bark thickness",0.914,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320490","","Single"
"2269","Betula papyrifera","Bark thickness",0.917,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320491","","Single"
"2270","Betula papyrifera","Bark thickness",0.786,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320492","","Single"
"2271","Betula papyrifera","Bark thickness",0.662,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320493","","Single"
"2272","Betula papyrifera","Bark thickness",0.645,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320494","","Single"
"2273","Betula papyrifera","Bark thickness",0.784,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320495","","Single"
"2274","Betula papyrifera","Bark thickness",0.888,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320496","","Single"
"2275","Betula papyrifera","Bark thickness",0.745,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320497","","Single"
"2276","Betula papyrifera","Bark thickness",0.744,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320498","","Single"
"2277","Betula papyrifera","Bark thickness",0.429,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320499","","Single"
"2278","Betula papyrifera","Bark thickness",0.293,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320500","","Single"
"2279","Betula papyrifera","Bark thickness",0.886,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320501","","Single"
"2280","Betula papyrifera","Bark thickness",0.438,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320502","","Single"
"2281","Betula papyrifera","Bark thickness",1.079,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320503","","Single"
"2282","Betula papyrifera","Bark thickness",0.873,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320504","","Single"
"2283","Betula papyrifera","Bark thickness",0.641,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320505","","Single"
"2284","Betula papyrifera","Bark thickness",0.66,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320506","","Single"
"2285","Betula papyrifera","Bark thickness",0.46,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320507","","Single"
"2286","Betula papyrifera","Bark thickness",0.492,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320508","","Single"
"2287","Betula papyrifera","Bark thickness",0.866,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320509","","Single"
"2288","Betula papyrifera","Bark thickness",0.577,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320510","","Single"
"2289","Betula papyrifera","Bark thickness",0.643,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320512","","Single"
"2290","Betula papyrifera","Bark thickness",0.725,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320513","","Single"
"2291","Betula papyrifera","Bark thickness",0.856,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320514","","Single"
"2292","Betula papyrifera","Bark thickness",0.999,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320515","","Single"
"2293","Betula papyrifera","Bark thickness",1.031,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320516","","Single"
"2294","Populus tremuloides","Bark thickness",0.661,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320577","","Single"
"2295","Populus tremuloides","Bark thickness",0.774,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320578","","Single"
"2296","Populus tremuloides","Bark thickness",1.145,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320579","","Single"
"2297","Populus tremuloides","Bark thickness",1.394,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320580","","Single"
"2298","Populus tremuloides","Bark thickness",2.849,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320581","","Single"
"2299","Populus tremuloides","Bark thickness",3.356,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320582","","Single"
"2300","Populus tremuloides","Bark thickness",2.125,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320583","","Single"
"2301","Populus tremuloides","Bark thickness",2.429,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320584","","Single"
"2302","Populus tremuloides","Bark thickness",2.143,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320585","","Single"
"2303","Populus tremuloides","Bark thickness",1.949,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320586","","Single"
"2304","Populus tremuloides","Bark thickness",1.396,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320587","","Single"
"2305","Populus tremuloides","Bark thickness",1.111,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320588","","Single"
"2306","Populus tremuloides","Bark thickness",1.205,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320590","","Single"
"2307","Populus tremuloides","Bark thickness",0.889,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320591","","Single"
"2308","Populus tremuloides","Bark thickness",0.897,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320592","","Single"
"2309","Populus tremuloides","Bark thickness",1.127,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320593","","Single"
"2310","Populus tremuloides","Bark thickness",1.41,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320594","","Single"
"2311","Populus tremuloides","Bark thickness",1.182,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320595","","Single"
"2312","Populus tremuloides","Bark thickness",1.08,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320596","","Single"
"2313","Populus tremuloides","Bark thickness",0.816,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320687","","Single"
"2314","Populus tremuloides","Bark thickness",0.77,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320688","","Single"
"2315","Populus tremuloides","Bark thickness",1.858,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320689","","Single"
"2316","Populus tremuloides","Bark thickness",1.651,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320690","","Single"
"2317","Populus tremuloides","Bark thickness",1.4,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320691","","Single"
"2318","Populus tremuloides","Bark thickness",1.297,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320692","","Single"
"2319","Populus tremuloides","Bark thickness",0.301,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320694","","Single"
"2320","Populus tremuloides","Bark thickness",1.341,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320695","","Single"
"2321","Populus tremuloides","Bark thickness",0.762,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320696","","Single"
"2322","Populus tremuloides","Bark thickness",1.135,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320697","","Single"
"2323","Populus tremuloides","Bark thickness",1.126,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320698","","Single"
"2324","Populus tremuloides","Bark thickness",0.888,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320699","","Single"
"2325","Populus tremuloides","Bark thickness",0.903,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320700","","Single"
"2326","Populus tremuloides","Bark thickness",2.259,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320701","","Single"
"2327","Populus tremuloides","Bark thickness",1.78,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320702","","Single"
"2328","Populus tremuloides","Bark thickness",1.571,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320760","","Single"
"2329","Populus tremuloides","Bark thickness",1.412,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320761","","Single"
"2330","Populus tremuloides","Bark thickness",1.354,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320763","","Single"
"2331","Populus tremuloides","Bark thickness",1.206,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320764","","Single"
"2332","Populus tremuloides","Bark thickness",1.551,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320766","","Single"
"2333","Populus tremuloides","Bark thickness",1.365,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320767","","Single"
"2334","Populus tremuloides","Bark thickness",1.986,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320768","","Single"
"2335","Populus tremuloides","Bark thickness",2.106,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320769","","Single"
"2336","Populus tremuloides","Bark thickness",2.413,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320770","","Single"
"2337","Populus tremuloides","Bark thickness",2.098,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320771","","Single"
"2338","Populus tremuloides","Bark thickness",1.031,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320772","","Single"
"2339","Populus tremuloides","Bark thickness",1.069,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320773","","Single"
"2340","Populus tremuloides","Bark thickness",1.05,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320774","","Single"
"2341","Populus tremuloides","Bark thickness",1.06,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320775","","Single"
"2342","Populus tremuloides","Bark thickness",0.992,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320776","","Single"
"2343","Betula papyrifera","Bark thickness",1.143,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320778","","Single"
"2344","Betula papyrifera","Bark thickness",0.775,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320779","","Single"
"2345","Betula papyrifera","Bark thickness",1.226,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320780","","Single"
"2346","Betula papyrifera","Bark thickness",0.795,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320781","","Single"
"2347","Betula papyrifera","Bark thickness",1.754,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320782","","Single"
"2348","Betula papyrifera","Bark thickness",1.078,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320783","","Single"
"2349","Betula papyrifera","Bark thickness",0.895,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320784","","Single"
"2350","Betula papyrifera","Bark thickness",0.76,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320785","","Single"
"2351","Betula papyrifera","Bark thickness",1.129,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320786","","Single"
"2352","Betula papyrifera","Bark thickness",1.107,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320787","","Single"
"2353","Betula papyrifera","Bark thickness",0.65,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320788","","Single"
"2354","Betula papyrifera","Bark thickness",0.894,"mm","TRY.Plant Traits of Canadian Forests","156_28_1320789","","Single"
